name,labels
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0012.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0006.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0007.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0013.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0159.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0005.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0011.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0039.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0038.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0010.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0004.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0158.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0148.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0160.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0028.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0000.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0014.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0015.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0001.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0029.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0161.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0149.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0163.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0017.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0003.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0002.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0016.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0162.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0105.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0111.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0139.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0071.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0065.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
train/Lycoperdon_Perlatum/Lycoperdon_perlatum_0059.jpg,Lycoperdon Perlatum;Pet de llop;Edible;Not poisonous;Not poisonous;
